"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2007","Confirmed","Ahmed Hassan Mahad",,"Somalia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Radio Jowhar","Broadcast Reporter","Politics","Radio","Somalia","Jowhar",,,"Jowhar",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2005","Confirmed","Ahmed Hussein Al-Maliki",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Talafar al-Yawm","Editor","Politics","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2019","Confirmed","Ahmed Hussein-Suale Divela",,"Ghana",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/AhmedDivela-kill-cap-01-23-19.jpeg_d2ded120-6426-447d-9a46-d5f1aa3e9ba8.jpeg","Tiger Eye Private Investigations","Journalist","Killed","Murder","Killed","Staff","Tiger Eye Private Investigations","Broadcast Reporter","Corruption,Crime,Human Rights,Sports,Politics","Documentary Film","Ghana","Accra",,,"Accra",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Ahmed Ismail Hassan",,"Bahrain",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Freelance","Freelance","Camera Operator","Human Rights,Politics","Internet","Bahrain","Salmabad",,,"Salmabad",,"Local","Paramilitary Group","Confirmed",,,,,,,,,,,,,,,
"1994","Confirmed","Ahmed Issaad",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Algerian Television","Broadcast Reporter","War","Television","Algeria","Unknown",,,"Unknown",,"Local",,"Confirmed",,,"Complete Impunity","Yes","No","No",,,,,,,,,
"2005","Confirmed","Ahmed Jabbar Hashim",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ahmed_jabbar_hashim_iraq_2005.jpg","","Journalist",,"Murder","Killed","Staff","Al-Sabah","Print Reporter","War","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2000","Confirmed","Ahmed Kafi Awale",,"Somalia",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Radio of the Somali People","Broadcast Reporter",,"Radio","Somalia","Mogadishu",,,"Mogadishu",,"Local","Criminal Group","Confirmed",,,,,,,,,,,,,,,
"2015","Confirmed","Ahmed Mohamed al-Mousa",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Ahmed-Mohamed-al-Mousa200.jpg","(Photo courtesy of Raqqa is Being Slaughtered Silently)","Journalist",,"Murder","Killed","Staff","Raqqa is Being Slaughtered Silently","Editor","Human Rights,Politics,War","Internet","Syria","Idlib",,,"Idlib",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2013","Confirmed","Ahmed Rajib Haider",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Internet Reporter","Corruption,Human Rights,Politics","Internet","Bangladesh","Dhaka",,,"Dhaka",,"Local","Political Group","Confirmed",,,"Full Justice","No","No","Yes",,,,,,,,,
"2006","Confirmed","Ahmed Riyadh al-Karbouli",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Baghdad TV","Broadcast Reporter,Camera Operator","Human Rights,War","Television","Iraq","Ramadi",,,"Ramadi",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2008","Confirmed","Ahmed Salim",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Sharqiya","Camera Operator","Culture","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2003","Confirmed","Ahmed Shawkat",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ahmed_shawkat_iraq_2003.jpg","","Journalist",,"Murder","Killed","Staff","Bilah Ittijah","Editor","Politics,War","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2005","Confirmed","Ahmed Wael Bakri",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Sharqiyah","Producer","Politics,War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2016","Confirmed","Ahmet Haceroğlu",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Türkmeneli TV","Producer","Politics,War","Television","Iraq","Kirkuk",,,"Kirkuk",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"1999","Confirmed","Ahmet Taner Kislali",,"Turkey",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Ahmet_Taner.Turkey.1999.jpg","IPI","Journalist",,"Murder","Killed","Staff","Cumhuriyet","Columnist/Commentator","Politics","Print","Turkey","Ankara",,,"Ankara",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Aiyathurai Nadesan",,"Sri Lanka",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Virakesari","Print Reporter","Corruption,Human Rights,Politics","Print","Sri Lanka","Batticaloa",,,"Batticaloa",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2007","Confirmed","Ajmal Naqshbandi",,"Afghanistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Naqshbandi.2007.afghan.jpg","Photo Teru Kuwayama","Journalist",,"Murder","Killed","Freelance","freelance","Print Reporter","War","Print","Afghanistan","Helmand province",,,"Helmand province","Helmand province","Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2013","Confirmed","Akhmednabi Akhmednabiyev",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/russiajournalist.jpg","","Journalist",,"Murder","Killed","Staff","Novoye Delo","Editor,Internet Reporter","Corruption,Human Rights,Politics","Internet","Russia","Semender",,,"Semender",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Al-Hosseiny Abou Deif",,"Egypt",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Abou.jpg","AP","Journalist",,"Murder","Killed","Staff","El-Fagr","Internet Reporter,Print Reporter","Human Rights,Politics","Print,Internet","Egypt","Cairo",,,"Cairo",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2014","Confirmed","Al-Moutaz Bellah Ibrahim",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Al-Moutaz-Bellah-Ibrahim200.jpg","(Photo courtesy of Raqqa is Being Slaughtered Silently)","Journalist",,"Murder","Killed","Freelance","Shaam News Network","Broadcast Reporter","Human Rights,Politics,War","Radio,Television","Syria","Raqqa",,,"Raqqa",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2009","Confirmed","Alaa Abdel-Wahab",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Baghdadia TV","Broadcast Reporter","Sports","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2008","Confirmed","Alaa Abdul-Karim al-Fartoosi",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Forat","Camera Operator","War","Television","Iraq","Balad",,,"Balad",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2013","Confirmed","Alaa Edward Butros",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Camera Operator,Photographer","Crime,Human Rights,Politics,War","Television","Iraq","Mosul",,,"Mosul",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2017","Confirmed","Alaa Kraym (Mohammed al-Qabouni)",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Freelance","Qaboun Media Center","Camera Operator,Photographer,Internet Reporter","War,Human Rights","Internet","Syria","Qaboun",,,"Qaboun",,"Local","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2019","Confirmed","Alaa Nayef al-Khader al-Khalidi",,"Syria",,,"Male",,,"Journalist","Killed","Unknown","Killed","Freelance","Douma Coordination Office","Camera Operator,Photographer","War","Internet","Syria","Sednaya",,,"Sednaya",,"Local","Military Officials","Confirmed",,,"Complete Impunity",,,,,,,,,,,,
"2007","Confirmed","Alaa Uldeen Aziz",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/alaa_uldeen_aziz_iraq_2007.jpg","","Journalist",,"Murder","Killed","Staff","ABC News","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2010","Confirmed","Alberto Graves Chakussanga",,"Angola",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Alberto%252520Graves%252520Chakussanga1.jpg","Faculdade de Ciências Sociais da Univesidade Publica","Journalist",,"Murder","Killed","Staff","Radio Despertar","Broadcast Reporter","Politics","Radio","Angola","Luanda",,,"Luanda",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Alberto Rivera Fernández",,"Peru",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Frecuencia Oriental","Broadcast Reporter,Columnist/Commentator","Corruption,Politics","Radio","Peru","Pucallpa",,,"Pucallpa",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Aleh Byabenin",,"Belarus",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Belarus.rtr.Aleh%252520Byabenin.jpg","Reuters","Journalist",,"Murder","Killed","Staff","Charter 97","Editor,Publisher/Owner","Corruption,Politics","Internet","Belarus","an area outside Minsk",,,"an area outside Minsk",,"Local",,"Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1992","Confirmed","Alejandro Pérez",,"Peru",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Channel 2-Frequencia Latina TV","Producer","Human Rights,War","Television","Peru","Lima",,,"Lima",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Alejandro Reblando",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Manila Bulletin","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2008","Confirmed","Alejandro Zenón Fonseca Estrada",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","EXA FM","Columnist/Commentator","Crime","Radio","Mexico","Villahermosa",,,"Villahermosa",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2018","Confirmed","Aleksandr Rastorguyev",,"Russia",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/AP_RasturgurovCap.jpg_75b5e8c0-3334-46e8-84e5-f108c0dab6ac.jpeg","AP Photo/Alexei Maishev","Journalist","Killed","Dangerous Assignment","Killed","Freelance","The Investigations Management Centre (TsUR)","Broadcast Reporter,Producer","Business,Corruption,Crime,Human Rights,Politics,War","Television","Central African Republic","Kémo",,,,"Kémo","Foreign","Criminal Group,Local Residents,Military Officials,Paramilitary Group,Political Group","Confirmed",,"No",,,,,,,,,,,,,
"1993","Confirmed","Aleksandr Sidelnikov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/sidelnikov-russia.93.jpg","","Journalist",,"Dangerous Assignment","Killed","Staff","Lennauchfilm Studio","Camera Operator","Politics","Television","Russia","Moscow",,,"Moscow",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1993","Confirmed","Aleksandr Smirnov",,"Russia",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Molodyozhny Kuryer","Print Reporter","Politics","Print","Russia","Moscow",,,"Moscow",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2000","Confirmed","Aleksandr Yefremov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/yefremov-russia.2000.CJES.jpg","","Journalist",,"Crossfire","Killed","Staff","Nashe Vremya","Photographer","War","Print","Russia","Chechnya",,,"Chechnya",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2003","Confirmed","Aleksei Sidorov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/aleksei_sidorov_russia_2003.jpg","","Journalist",,"Murder","Killed","Staff","Tolyatinskoye Obozreniye","Editor","Business,Corruption,Crime,Politics","Print","Russia","Togliatti",,,"Togliatti",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Alessandro Otta",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","RAI-TV","Broadcast Reporter","War","Television","Bosnia","Mostar",,,"Mostar",,"Foreign","Paramilitary Group","Confirmed",,,,,,,,,,,,,,,
"2008","Confirmed","Alexander Klimchuk",,"Georgia",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Caucasus Images","Photographer,Print Reporter","War","Print,Internet","Georgia","Tskhinvali",,,"Tskhinvali",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1993","Confirmed","Alexandra Tuttle",,,,,"Female",,,"Journalist",,"Crossfire","Killed","Staff","The Wall Street Journal","Print Reporter","Business,Culture,Politics","Print","Georgia","Sukhumi",,,"Sukhumi",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1994","Confirmed","Alexis Bandyatuyaga",,"Burundi",,,"Male",,,"Journalist",,"Murder","Killed","Staff","National Radio and Television of Burundi","Broadcast Reporter","Human Rights","Radio,Television","Burundi","Kamenge",,,"Kamenge",,"Local","Military Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2000","Confirmed","Alfredo Abad López",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Voz de la Selva","Producer","Corruption,Human Rights,Politics","Radio","Colombia","Florencia",,,"Florencia",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2011","Confirmed","Alfredo Antonio Hurtado Núñez",,"El Salvador",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Canal 33","Camera Operator,Editor","Crime","Television","El Salvador","Ilopango",,,"Ilopango",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2010","Confirmed","Alfrets Mirulewan",,"Indonesia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Pelangi Weekly","Editor","Crime","Print","Indonesia","Kisar, Maluku Islands",,,"Kisar, Maluku Islands",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2012","Confirmed","Ali Abbas",,"Syria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","SANA","Editor","Politics,War","Television,Internet","Syria","Damascus",,,"Damascus",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Ali Abboud",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Chaine 1","Producer","War","Radio","Algeria","Birkhadem",,,"Birkhadem",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Ali Abdel Aziz",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ali_abdel_aziz_iraq_2004.jpg","","Journalist",,"Crossfire","Killed","Staff","Al-Arabiya","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2012","Confirmed","Ali Ahmed Abdi",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Ali.Abdi.MohamedGarane.cap.jpg","(Mohamed Garane)","Journalist",,"Murder","Killed","Freelance","Freelance","Broadcast Reporter,Columnist/Commentator,Internet Reporter","Human Rights,Politics,War","Radio,Internet","Somalia","Galkayo",,,"Galkayo",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Ali al-Khatib",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ali_al_khatib_iraq_2004.jpg","","Journalist",,"Crossfire","Killed","Staff","Al-Arabiya","Broadcast Reporter","War","Television","Iraq","Baghdad",,,"Baghdad",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1995","Confirmed","Ali Boukerbache",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Media-TV","Publisher/Owner","Culture,War","Television","Algeria","near Algiers",,,"near Algiers",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2011","Confirmed","Ali Hassan al-Jaber",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Al-Jaber.jpg","Al-Jazeera","Journalist",,"Crossfire","Killed","Staff","Al-Jazeera","Camera Operator","War","Television","Libya","an area near Benghazi",,,"an area near Benghazi",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2005","Confirmed","Ali Ibrahim Issa",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ali_ibrahim_issa_iraq_2005.jpg","","Journalist",,"Crossfire","Killed","Staff","Al-Hurriya","Broadcast Reporter","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2006","Confirmed","Ali Jaafar",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ali_jaafar_iraq_2006.jpg","","Journalist",,"Murder","Killed","Staff","Al-Iraqiya","Broadcast Reporter","Sports","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2013","Confirmed","Ali Mahmoud Othman",,"Syria",,,"Male",,,"Journalist","Killed","Unknown","Killed","Freelance","Freelance","Camera Operator,Photographer","Human Rights,War","Internet","Syria",,,,,,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2016","Confirmed","Ali Mahmud",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Ali_Mahmud_youtube_al.ghadeer.jpg","YouTube/Al-Ghadeer TV","Journalist",,"Crossfire","Killed","Staff","Al-Ghadeer TV","Camera Operator","War","Television","Iraq","Qayyarah, Nineveh province",,,"Qayyarah, Nineveh province","Qayyarah, Nineveh province","Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Ali Mustafa",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ali.mustafa.google.plus.cropped.jpg","Google+","Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","Human Rights,Politics,War","Print,Internet","Syria","Aleppo",,,"Aleppo",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Ali Nur Siad",,"Somalia",,,"Male","https://cpj-photos.s3.amazonaws.com/Ali-Killed-2017-11-01-1509569705517.jpg","Bakar Hassan Abdi","Journalist","Killed","Dangerous Assignment","Killed","Freelance","Voice of America","Camera Operator","Politics,Culture,Human Rights,Sports,Business","Television","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,"No",,,,,,,,,,,,,
"2016","Confirmed","Ali Risan",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Sumaria TV","Camera Operator","War","Television,Internet","Iraq","Al-Shura, Nineveh Province",,,"Al-Shura, Nineveh Province","Al-Shura, Nineveh Province","Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2018","Confirmed","Ali Saleemi",,"Afghanistan",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Mashal TV","Broadcast Reporter,Camera Operator","Politics,War","Television","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2012","Confirmed","Ali Shaaban",,"Lebanon",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/alishaaban_afp1.jpg","AFP","Journalist",,"Crossfire","Killed","Staff","Al-Jadeed","Camera Operator","War","Television","Lebanon","Wadi Khaled",,,"Wadi Khaled",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
